学号,语文成绩,数学成绩,英语成绩,综合成绩
77911,16.3,40.6,69.4,38.7
77912,65.7,31.3,64.9,36.8
77913,53.8,90.6,24.9,68.6
77914,35.5,76.8,44.6,45.8
77915,23.9,50.5,43.1,59.1
77916,48.9,46.0,30.3,60.6
77917,47.3,47.6,56.4,42.5
77918,66.4,79.4,62.3,38.4
77919,51.0,50.9,39.0,61.2
77920,33.7,30.7,34.9,24.0
77921,26.7,26.6,41.7,41.1
77922,52.2,39.2,40.4,52.5
77923,50.1,52.4,51.3,41.9
77924,69.8,45.6,39.1,36.9
77925,42.6,56.2,12.1,30.2
77926,56.3,22.1,60.0,58.2
77927,48.0,28.2,39.4,59.0
77928,9.5,58.8,17.6,34.4
77929,60.7,69.4,31.6,43.7
77930,43.6,21.4,36.9,62.4
77931,59.9,40.3,42.1,68.0
77932,52.5,59.2,43.1,48.7
77933,35.2,46.5,73.4,41.7
77934,47.4,45.1,49.0,49.0
77935,49.5,46.9,41.0,74.8
77936,52.8,52.0,18.8,62.7
77937,57.7,61.1,59.0,44.8
77938,50.5,44.6,28.4,48.3
77939,76.2,59.1,56.8,35.3
77940,62.6,53.9,38.8,78.1
77941,64.9,57.7,31.7,68.5
77942,62.4,58.1,44.0,80.1
77943,51.1,49.1,56.8,39.2
77944,61.0,48.1,40.2,59.7
77945,68.7,32.5,57.3,68.7
77946,51.9,61.7,52.0,42.1
77947,65.8,44.2,62.6,28.4
77948,30.5,34.5,52.1,45.3
77949,66.5,48.1,45.3,64.2
77950,38.4,55.9,56.9,46.1
77951,30.4,28.7,41.4,42.5
77952,45.8,50.1,48.2,37.6
77953,53.1,54.8,25.9,63.1
77954,55.0,35.3,75.7,43.9
77955,69.4,42.8,58.6,56.6
77956,41.6,44.1,30.1,65.7
77957,74.7,58.4,62.5,42.8
77958,74.7,37.9,55.5,62.4
77959,53.4,42.8,39.9,56.5
77960,37.6,48.3,54.2,42.8
77961,87.4,49.8,40.4,73.2
77962,75.9,65.2,41.6,38.4
77963,52.9,55.4,69.0,55.0
77964,29.6,53.8,63.9,25.0
77965,59.3,25.8,37.8,62.3
77966,41.2,58.1,44.1,13.1
77967,63.1,0.0,45.6,35.2
77968,53.4,45.1,57.8,59.6
77969,26.1,27.6,32.8,46.6
77970,32.3,55.2,74.5,38.6
77971,38.6,39.9,60.6,47.3
77972,74.6,45.8,25.6,62.8
77973,40.3,56.4,68.8,48.0
77974,15.9,62.9,69.9,50.6
77975,47.0,16.0,37.5,33.5
77976,46.1,50.8,63.8,69.5
77977,73.8,57.6,41.9,38.6
77978,72.7,42.8,65.1,55.2
77979,30.4,51.4,40.8,23.4
77980,55.9,13.6,30.0,46.3
77981,61.9,54.0,42.7,33.3
77982,48.2,35.0,44.0,59.2
77983,52.6,50.2,59.4,82.7
77984,66.6,46.8,58.1,54.4
77985,54.4,47.2,46.2,73.3
77986,60.1,52.7,39.7,58.4
77987,71.1,53.7,45.1,35.9
77988,43.3,30.2,49.7,46.6
77989,61.9,45.9,73.5,53.4
77990,43.3,52.3,46.8,59.3
77991,66.1,41.2,54.9,68.0
77992,40.7,50.9,36.1,64.6
77993,56.5,28.4,56.0,54.0
77994,46.6,18.3,42.3,41.1
77995,58.8,44.4,38.0,44.4
77996,37.3,49.6,62.9,74.5
77997,45.8,42.8,47.6,42.6
77998,49.2,52.6,35.7,58.6
77999,33.9,22.6,37.0,53.6
78000,40.9,39.0,20.7,56.8
78001,25.4,69.6,46.1,79.4
78002,55.7,59.5,45.0,27.0
78003,61.9,58.4,35.1,70.0
78004,29.1,35.5,43.3,33.6
78005,32.4,42.0,35.3,25.6
78006,35.6,57.1,69.9,48.4
78007,30.9,23.6,42.6,18.4
78008,56.0,57.6,25.6,42.3
78009,39.6,53.9,42.4,39.6
78010,53.8,50.4,42.2,70.6
78011,38.8,53.9,52.1,57.8
78012,44.9,54.2,76.9,56.1
78013,65.6,36.3,36.8,35.3
78014,32.7,56.5,62.0,45.0
78015,41.6,75.9,53.5,42.0
78016,56.3,71.6,16.0,43.5
78017,45.2,66.6,27.1,61.6
78018,52.8,44.2,42.0,54.1
78019,50.0,47.8,75.6,16.6
78020,27.4,20.9,40.9,38.9
78021,71.0,6.2,59.7,47.9
78022,48.5,65.5,47.9,60.7
78023,73.9,50.9,36.0,36.5
78024,55.1,35.9,43.4,51.3
78025,69.7,52.6,48.6,70.8
78026,65.3,37.5,48.9,55.6
78027,68.4,42.4,42.9,59.1
78028,46.7,75.3,56.0,27.5
78029,76.8,48.4,55.4,57.9
78030,42.9,48.9,60.6,39.3
78031,55.4,54.4,47.4,67.7
78032,62.9,39.7,47.1,61.8
78033,97.6,50.9,35.7,48.8
78034,66.4,53.8,53.8,57.5
78035,42.1,45.7,24.4,66.8
78036,54.0,32.0,57.8,14.9
78037,29.8,62.7,44.7,48.6
78038,72.0,43.9,55.9,23.1
78039,3.1,51.4,36.8,53.3
78040,47.4,34.3,24.1,38.8
78041,82.9,29.8,53.5,18.2
78042,61.4,37.5,52.6,25.2
78043,57.3,56.4,47.4,41.7
78044,32.1,49.9,46.9,55.5
78045,70.0,49.6,35.8,65.0
78046,36.3,63.4,68.4,83.0
78047,36.4,35.9,37.5,58.1
78048,69.9,62.5,58.5,26.0
78049,35.8,73.1,37.6,34.5
78050,28.0,71.9,55.7,45.7
78051,35.5,42.0,50.0,54.8
78052,52.8,43.3,54.1,73.6
78053,42.5,70.6,56.7,50.5
78054,77.3,55.0,63.4,26.9
78055,50.5,50.9,69.3,36.5
78056,31.4,50.9,67.9,56.8
78057,22.0,51.5,66.5,21.3
78058,63.5,51.9,62.8,48.3
78059,54.5,33.8,67.4,65.0
78060,59.1,47.3,53.6,59.8
78061,43.6,51.7,52.7,49.0
78062,52.3,31.5,47.5,82.6
78063,67.9,75.5,36.6,38.5
78064,50.1,60.1,61.2,71.3
78065,32.8,36.2,64.9,40.5
78066,60.8,86.8,43.7,59.2
78067,44.8,47.2,56.5,18.0
78068,64.5,53.6,51.8,38.9
78069,50.4,45.7,36.0,34.9
78070,62.9,78.3,60.4,63.9
78071,57.6,55.3,42.3,45.4
78072,69.5,40.4,45.0,56.2
78073,64.4,9.9,63.7,37.3
78074,30.4,59.8,38.2,51.9
78075,21.9,66.8,63.2,49.2
78076,48.8,40.7,48.6,55.9
78077,59.0,74.7,53.7,48.1
78078,39.1,57.4,46.0,21.7
78079,56.7,37.3,46.8,30.6
78080,56.1,39.4,41.4,45.2
78081,48.9,38.9,31.1,48.4
78082,40.5,28.9,63.6,52.9
78083,34.7,63.4,62.7,55.1
78084,87.2,29.8,51.3,51.6
78085,18.2,48.4,67.6,50.8
78086,31.4,50.2,47.6,55.2
78087,89.0,47.0,25.2,35.8
78088,34.5,32.5,0.0,51.1
78089,41.6,70.6,60.3,36.1
78090,60.2,42.6,27.9,52.7
78091,57.2,49.1,61.6,45.7
78092,56.6,29.3,42.6,51.4
78093,72.4,47.2,36.5,19.6
78094,35.6,42.5,62.2,60.3
78095,52.6,76.4,41.7,62.6
78096,49.2,60.5,71.4,69.0
78097,36.8,75.8,54.0,34.7
78098,51.6,65.5,43.7,54.7
78099,58.4,47.5,36.4,39.0
78100,58.8,67.0,76.5,52.0
78101,66.0,44.1,29.6,33.2
78102,49.4,43.5,37.8,52.5
78103,34.9,65.5,37.6,25.4
78104,29.2,39.0,62.6,66.6
78105,43.1,48.0,26.4,71.5
78106,29.7,26.1,43.8,39.7
78107,39.3,51.6,34.2,54.4
78108,32.3,59.4,45.4,59.2
78109,40.2,23.5,59.6,41.3
78110,76.8,39.3,51.9,56.5
78111,48.1,46.4,38.6,79.2
78112,73.6,63.4,53.3,33.4
78113,56.3,51.1,64.5,47.1
78114,40.7,53.0,77.8,72.2
78115,48.2,38.0,28.9,57.1
78116,25.2,69.9,48.5,63.4
78117,45.0,10.5,67.6,33.2
78118,30.3,48.0,34.7,75.4
78119,59.0,54.9,47.0,62.7
78120,43.5,30.7,55.7,60.7
78121,45.4,57.7,74.1,59.2
78122,43.7,61.9,53.0,43.2
78123,63.5,54.9,68.6,32.3
78124,36.7,47.1,49.4,35.8
78125,35.7,63.5,55.8,44.5
78126,55.1,66.0,81.9,35.3
78127,66.3,69.2,36.3,60.8
78128,55.0,65.9,43.4,21.6
78129,82.8,79.9,28.1,33.6
78130,36.0,72.3,16.2,30.0
78131,17.5,68.3,47.9,44.4
78132,57.3,70.7,57.6,27.6
78133,47.7,54.3,44.6,28.6
78134,57.1,0.7,37.5,60.6
78135,62.8,55.1,56.8,64.5
78136,27.1,54.3,74.3,44.7
78137,45.7,53.0,48.2,79.1
78138,58.8,71.5,31.7,46.9
78139,53.8,48.2,43.1,52.2
78140,47.4,58.6,41.1,71.6
78141,61.1,75.3,54.6,47.7
78142,64.9,57.1,38.6,41.1
78143,19.2,49.2,71.8,50.0
78144,73.6,83.7,43.9,57.4
78145,31.7,59.1,84.0,43.1
78146,58.9,63.5,59.6,76.2
78147,45.0,54.0,53.6,49.8
78148,68.8,73.1,62.7,61.6
78149,60.8,60.4,58.3,46.5
78150,58.8,39.7,20.0,25.0
78151,53.3,72.8,34.5,62.3
78152,41.9,29.2,38.3,44.7
78153,35.1,62.3,37.4,56.3
78154,29.3,45.9,42.7,41.1
78155,40.6,37.0,64.8,55.4
78156,63.7,41.5,31.5,30.0
78157,35.0,55.3,45.5,28.6
78158,68.1,47.2,62.2,35.7
78159,34.6,33.3,26.0,50.9
78160,47.5,59.4,51.9,54.9
78161,56.8,57.4,21.5,31.0
78162,65.4,54.5,55.6,49.5
78163,44.5,36.6,47.1,46.5
78164,57.2,67.1,52.1,41.9
78165,53.2,34.2,53.8,49.3
78166,46.3,30.3,50.4,84.0
78167,34.4,55.8,30.4,31.8
78168,56.6,46.2,50.1,29.3
78169,50.4,49.5,79.0,57.1
78170,45.2,64.2,74.4,57.7
78171,51.7,21.5,42.9,43.1
78172,58.6,36.2,56.6,55.8
78173,24.8,47.4,58.7,39.4
78174,41.8,33.2,69.2,47.8
78175,35.4,34.4,66.2,61.6
78176,36.5,53.9,56.1,21.5
78177,38.2,57.6,82.4,83.7
78178,66.5,44.6,59.3,75.9
78179,55.0,40.6,33.9,24.1
78180,33.5,55.6,63.7,36.2
78181,52.8,28.3,42.8,49.8
78182,56.4,55.6,61.6,51.2
78183,44.6,38.7,40.5,55.2
78184,30.7,41.8,59.1,41.0
78185,33.7,63.7,52.7,54.3
78186,26.2,55.0,39.7,59.6
78187,82.1,77.6,41.5,19.3
78188,24.1,39.9,46.0,57.1
78189,31.2,33.6,24.1,51.6
78190,49.6,63.9,47.3,71.3
78191,22.6,63.0,70.3,34.5
78192,32.6,26.2,71.6,27.7
78193,51.7,42.2,49.3,56.1
78194,53.0,7.9,59.9,59.6
78195,56.1,52.9,63.0,54.3
78196,60.7,59.5,31.7,38.6
78197,49.4,43.2,58.4,63.7
78198,39.7,70.0,59.4,41.0
78199,56.9,58.9,57.2,39.3
78200,70.9,58.8,71.9,71.6
78201,59.3,69.4,30.1,55.8
78202,37.0,21.6,36.9,74.9
78203,59.2,45.6,30.5,38.6
78204,58.4,26.7,59.7,49.3
78205,31.4,46.4,58.5,75.9
78206,46.5,31.3,43.8,53.5
78207,58.5,33.0,52.2,51.3
78208,67.4,72.3,54.5,38.9
78209,40.3,37.7,62.7,46.0
78210,28.1,45.8,67.3,27.1
78211,57.6,40.1,50.7,52.2
78212,46.3,73.9,71.0,44.1
78213,53.6,54.6,46.9,61.6
78214,52.9,44.5,81.9,60.4
78215,52.2,53.0,35.1,39.9
78216,43.8,47.2,46.5,45.6
78217,63.6,38.5,58.7,48.0
78218,37.3,41.2,62.8,66.7
78219,54.0,75.9,36.5,41.0
78220,55.9,29.9,74.7,40.5
78221,47.1,62.0,35.0,47.5
78222,61.9,8.6,34.3,46.1
78223,43.0,46.3,59.9,54.1
78224,84.5,43.4,49.9,51.1
78225,53.5,51.7,58.2,77.4
78226,68.6,48.4,92.1,64.6
78227,63.3,45.7,61.4,31.2
78228,71.4,30.6,53.1,51.8
78229,51.3,70.2,39.8,20.6
78230,66.9,54.7,41.3,59.9
78231,71.8,69.8,61.6,49.5
78232,54.3,60.5,50.4,65.0
78233,39.5,59.9,61.1,56.8
78234,77.4,38.5,38.1,51.4
78235,50.3,31.1,42.3,48.5
78236,51.2,58.1,60.6,37.7
78237,54.1,62.2,52.9,58.0
78238,38.3,37.9,63.8,27.9
78239,55.1,51.7,55.5,63.8
78240,55.2,57.4,35.3,61.3
78241,49.8,73.7,49.9,36.8
78242,49.0,64.6,45.0,64.6
78243,46.7,31.0,38.0,33.9
78244,44.3,71.2,61.6,67.6
78245,60.9,53.6,59.9,71.5
78246,54.4,49.2,44.3,58.7
78247,64.0,37.6,53.2,51.7
78248,42.2,59.0,58.1,47.0
78249,66.9,60.4,57.3,66.8
78250,63.4,36.2,39.2,55.0
78251,46.4,46.0,53.8,42.0
78252,40.0,38.5,77.4,50.6
78253,58.9,42.4,45.2,62.8
78254,26.2,49.1,74.3,64.6
78255,43.8,48.4,51.2,44.7
78256,54.1,65.9,49.2,64.3
78257,47.8,61.7,63.1,28.0
78258,33.9,41.9,36.3,32.3
78259,51.4,45.8,27.6,30.4
78260,35.0,52.8,57.7,74.7
78261,53.9,63.8,20.4,21.8
78262,44.1,35.2,51.4,57.7
78263,47.9,53.9,46.9,70.7
78264,37.7,44.1,81.9,26.3
78265,61.6,67.8,42.9,57.3
78266,47.8,48.1,54.3,48.3
78267,38.9,57.7,49.7,90.0
78268,48.2,62.0,55.7,36.0
78269,76.0,45.4,58.3,74.5
78270,55.0,45.1,63.2,45.5
78271,66.1,63.2,47.6,64.0
78272,25.8,48.1,52.5,56.8
78273,47.0,57.5,35.6,23.2
78274,35.0,23.4,36.4,46.3
78275,42.2,37.5,48.7,2.8
78276,38.5,43.9,38.7,56.7
78277,69.3,64.7,46.1,55.0
78278,60.8,73.9,32.6,40.7
78279,38.7,49.9,46.7,52.9
78280,43.0,47.9,42.0,47.3
78281,55.4,45.1,39.2,47.1
78282,63.4,54.1,50.3,39.1
78283,65.6,59.6,53.0,73.3
78284,59.5,44.4,37.0,66.5
78285,77.2,39.1,68.7,39.1
78286,56.4,52.5,61.6,38.5
78287,43.3,45.2,69.4,38.4
78288,37.8,40.6,66.1,59.0
78289,33.8,48.8,32.6,46.3
78290,31.9,21.5,16.1,49.2
78291,60.1,48.8,25.0,58.2
78292,73.9,76.6,44.4,65.7
78293,51.6,62.0,33.0,53.6
78294,77.4,52.1,44.3,52.6
78295,50.4,59.5,37.7,52.0
78296,59.1,39.9,44.9,77.8
78297,26.3,10.5,85.9,41.2
78298,62.2,45.7,60.7,35.2
78299,40.4,47.1,36.7,58.1
78300,62.5,56.3,58.2,49.3
78301,69.2,10.2,74.3,66.7
78302,54.6,56.3,65.7,34.2
78303,56.5,92.9,29.8,26.7
78304,51.8,53.4,50.4,41.8
78305,59.6,80.1,35.1,64.0
78306,78.1,54.5,32.7,31.7
78307,50.2,41.2,70.1,23.6
78308,52.5,46.4,50.4,22.8
78309,23.3,59.7,31.9,45.2
78310,56.3,70.0,53.0,45.9
78311,38.3,65.9,22.4,46.9
78312,47.0,39.7,31.4,13.0
78313,57.2,66.0,63.1,44.2
78314,25.8,35.2,53.6,21.6
78315,57.0,63.9,75.0,58.4
78316,53.8,60.2,30.6,48.1
78317,60.5,61.3,42.5,46.3
78318,40.4,45.2,46.6,65.5
78319,66.7,27.0,58.4,46.5
78320,54.6,37.2,68.5,44.9
78321,39.3,36.4,61.5,41.1
78322,29.5,16.1,50.7,69.6
78323,41.9,42.1,53.1,19.8
78324,63.1,61.3,69.0,56.6
78325,56.7,42.4,63.3,38.6
78326,17.8,38.9,67.4,46.1
78327,45.0,56.0,28.8,55.8
78328,51.9,50.6,48.6,39.3
78329,78.6,47.4,61.0,30.7
78330,69.3,22.3,47.6,5.7
78331,47.3,62.0,51.0,46.2
78332,52.7,46.3,31.3,50.1
78333,29.6,38.1,66.8,44.8
78334,10.6,66.3,49.4,53.1
78335,44.0,70.5,38.6,42.2
78336,65.0,41.4,58.3,48.5
78337,52.7,62.4,49.3,37.0
78338,38.8,60.9,62.7,32.8
78339,63.7,59.4,39.6,20.7
78340,76.9,68.7,57.4,52.2
78341,27.7,30.3,50.9,27.5
78342,49.2,24.4,48.5,56.0
78343,42.0,41.7,59.6,50.3
78344,50.7,8.1,61.8,64.0
78345,43.2,50.2,59.7,35.0
78346,91.9,26.0,43.5,51.6
78347,48.2,21.3,53.5,66.3
78348,54.5,44.8,37.4,60.3
78349,52.5,68.7,57.4,35.4
78350,31.2,28.5,58.6,35.4
78351,53.1,49.2,66.4,50.6
78352,27.9,82.1,70.4,79.7
78353,77.0,55.3,49.5,17.4
78354,63.5,36.3,24.6,40.8
78355,41.3,63.2,66.3,52.3
78356,47.5,58.7,50.4,29.1
78357,65.4,34.2,27.8,38.4
78358,54.1,51.8,71.5,66.4
78359,25.2,30.9,65.2,52.6
78360,52.5,65.4,66.2,39.9
78361,66.3,51.0,57.2,31.4
78362,15.0,62.8,52.7,55.6
78363,52.1,44.9,58.4,32.2
78364,37.5,56.8,43.5,55.1
78365,69.0,61.1,57.6,78.5
78366,43.2,55.6,49.1,63.3
78367,41.7,49.7,39.7,47.7
78368,62.4,34.8,26.0,36.5
78369,36.5,30.1,66.9,37.8
78370,51.3,37.0,60.4,68.9
78371,54.2,18.9,63.1,61.4
78372,47.1,73.1,49.8,76.9
78373,30.4,52.8,55.6,22.7
78374,36.9,35.1,50.9,37.4
78375,48.0,49.1,49.6,68.1
78376,21.6,18.8,74.8,35.3
78377,51.3,35.7,31.9,47.5
78378,46.1,58.1,71.8,51.5
78379,58.6,73.4,35.4,64.9
78380,59.7,42.7,40.5,47.4
78381,33.2,70.7,52.8,77.9
78382,42.2,53.7,42.5,52.7
78383,36.1,55.4,55.5,63.3
78384,42.1,28.9,50.1,32.0
78385,46.2,50.6,33.1,55.1
78386,66.8,68.5,58.2,33.3
78387,41.1,44.7,38.1,66.1
78388,63.3,57.4,53.5,42.3
78389,53.9,47.9,31.4,30.9
78390,70.8,38.7,8.1,34.1
78391,44.7,60.6,48.2,53.7
78392,37.8,19.9,38.8,23.8
78393,52.2,59.9,22.8,53.1
78394,25.9,58.8,62.8,62.5
78395,52.4,52.8,44.1,40.0
78396,58.5,30.5,52.8,54.2
78397,66.5,50.2,49.1,40.6
78398,56.1,48.5,76.6,41.6
78399,47.9,62.7,30.8,53.3
78400,79.1,35.8,35.1,65.4
78401,49.9,18.0,76.5,67.6
78402,34.1,64.1,22.2,45.9
78403,49.5,53.0,21.8,32.7
78404,29.8,42.1,51.1,35.6
78405,31.5,54.5,49.7,48.4
78406,53.6,61.2,73.6,56.8
78407,30.1,52.2,25.3,35.5
78408,40.8,28.3,38.8,67.0
78409,32.5,34.2,43.9,42.8
78410,52.1,67.6,42.1,50.9
78411,39.3,49.0,73.4,67.5
78412,58.0,59.6,24.6,42.1
78413,56.8,40.9,27.7,63.0
78414,30.4,32.3,61.3,43.1
78415,63.8,48.4,59.2,33.1
78416,47.4,47.3,62.1,45.0
78417,31.6,80.7,54.3,36.5
78418,55.6,33.9,28.2,53.4
78419,76.4,41.9,56.9,37.3
78420,47.1,19.5,55.0,46.6
78421,25.3,57.7,50.2,53.4
78422,63.8,67.1,42.4,43.5
78423,73.6,80.4,74.3,50.3
78424,33.8,59.2,35.1,52.0
78425,38.1,54.1,34.7,20.9
78426,50.5,49.4,18.1,29.5
78427,21.0,68.6,56.5,30.9
78428,81.2,72.3,48.5,44.8
78429,49.2,36.2,39.8,39.8
78430,50.6,43.9,74.1,63.6
78431,55.4,42.8,68.6,44.4
78432,46.1,66.5,68.7,63.2
78433,42.3,56.1,39.6,26.6
78434,35.9,39.1,26.3,16.8
78435,32.3,48.9,45.2,51.6
78436,56.1,28.0,59.7,44.6
78437,70.3,59.2,53.4,80.6
78438,64.2,36.2,60.9,63.3
78439,45.7,66.5,55.0,22.8
78440,47.1,62.4,44.8,52.3
78441,74.3,47.6,62.6,36.0
78442,38.0,45.7,37.4,50.6
78443,25.0,36.7,41.7,59.7
78444,53.8,46.1,30.4,44.3
78445,62.8,25.5,16.3,40.8
78446,12.7,69.5,43.0,55.1
78447,56.0,70.3,22.7,51.3
78448,33.1,49.4,66.7,56.2
78449,28.7,57.0,57.1,54.3
78450,45.7,43.2,66.6,36.6
78451,32.7,57.3,47.3,27.3
78452,23.4,40.5,36.5,65.3
78453,51.6,25.2,69.9,52.6
78454,49.3,65.7,28.9,59.5
78455,24.2,53.4,26.6,49.8
78456,28.9,43.4,57.0,47.2
78457,57.0,51.8,64.1,31.3
78458,57.9,50.1,50.1,64.8
78459,10.3,44.2,52.0,45.8
78460,31.0,50.3,42.1,59.7
78461,48.8,48.6,73.5,37.6
78462,56.3,38.5,55.3,64.7
78463,56.2,63.6,25.8,60.7
78464,59.0,54.9,37.8,52.8
78465,39.2,43.5,50.3,51.6
78466,52.7,54.7,39.2,45.0
78467,44.1,70.7,54.1,51.5
78468,41.6,72.9,49.7,48.6
78469,27.3,76.3,36.0,49.6
78470,54.5,67.3,63.3,22.4
78471,25.3,45.0,49.2,50.8
78472,32.4,37.7,62.7,62.2
78473,60.3,40.4,87.6,58.0
78474,47.5,49.2,50.4,58.5
78475,65.8,55.2,67.8,50.0
78476,45.0,24.5,62.2,23.8
78477,41.7,67.2,55.0,62.2
78478,67.2,27.1,69.2,39.6
78479,44.0,64.0,47.8,44.6
78480,54.2,33.3,37.6,40.9
78481,47.6,44.7,37.3,54.1
78482,51.8,61.3,42.6,40.8
78483,46.7,37.1,66.3,57.0
78484,63.2,42.4,52.3,67.4
78485,51.0,71.5,52.6,45.4
78486,45.0,44.3,64.0,38.4
78487,53.8,57.3,47.3,63.8
78488,26.8,52.8,43.3,52.0
78489,65.2,48.7,34.5,70.3
78490,27.4,65.2,52.1,66.7
78491,40.0,62.5,64.0,52.9
78492,43.2,38.3,52.0,26.5
78493,53.7,65.2,48.0,39.5
78494,74.3,40.5,76.7,25.9
78495,65.5,68.0,66.2,85.1
78496,27.9,24.5,54.1,50.4
78497,36.7,35.5,32.1,79.9
78498,29.0,39.8,76.1,37.1
78499,30.5,67.0,55.9,55.4
78500,41.1,27.2,49.7,49.3
78501,69.6,39.3,55.1,57.0
78502,46.3,39.9,51.6,63.1
78503,48.3,90.4,39.7,65.6
78504,53.4,40.3,35.7,71.5
78505,35.9,52.8,44.7,69.8
78506,48.9,44.3,61.4,60.0
78507,53.7,40.8,63.1,44.8
78508,86.9,30.3,63.7,44.2
78509,63.9,54.1,74.6,52.3
78510,74.7,51.0,74.9,46.6
78511,50.4,70.6,42.7,66.3
78512,57.9,51.9,49.9,22.1
78513,53.9,72.2,44.7,46.7
78514,23.2,48.8,51.0,58.2
78515,13.1,62.4,77.2,52.9
78516,33.1,75.5,42.0,37.2
78517,68.7,64.6,57.1,44.6
78518,44.1,47.7,46.8,61.3
78519,61.7,53.3,80.8,65.8
78520,69.6,32.0,30.6,52.1
78521,30.8,35.1,56.2,87.6
78522,72.1,43.4,83.5,59.1
78523,32.6,78.6,43.0,28.8
78524,46.9,45.6,34.5,39.9
78525,33.8,50.3,55.3,53.2
78526,53.6,47.3,49.6,58.0
78527,47.6,46.6,29.4,51.3
78528,62.0,67.5,50.3,22.1
78529,65.0,51.3,32.7,45.3
78530,73.7,25.7,57.9,49.0
78531,61.3,57.2,34.0,71.5
78532,62.2,52.5,64.1,49.5
78533,43.3,44.5,42.6,57.3
78534,47.3,50.1,39.6,64.2
78535,54.7,44.7,23.7,77.6
78536,31.4,54.3,39.1,47.3
78537,66.8,63.9,64.9,51.9
78538,48.0,27.9,34.9,55.5
78539,52.9,72.8,48.7,48.7
78540,27.2,62.1,27.6,60.4
78541,44.5,52.0,51.3,49.5
78542,62.9,41.0,32.8,34.1
78543,56.3,47.7,53.1,40.8
78544,62.4,43.0,50.5,32.3
78545,44.9,65.7,40.9,52.3
78546,51.9,38.4,29.9,54.5
78547,48.4,58.6,41.9,67.5
78548,60.0,71.0,62.7,60.5
78549,53.9,16.1,62.5,29.0
78550,44.3,70.9,46.9,54.4
78551,11.6,71.6,77.0,57.9
78552,52.6,44.5,63.6,43.7
78553,24.8,52.4,47.2,38.4
78554,60.3,65.7,49.9,32.9
78555,62.5,39.0,42.6,28.1
78556,15.7,56.2,77.2,50.0
78557,54.5,65.0,30.9,55.8
78558,54.1,41.8,48.6,32.3
78559,55.6,47.7,56.5,66.5
78560,31.5,50.0,46.9,49.8
78561,57.2,50.6,71.2,51.6
78562,31.1,72.8,43.8,54.6
78563,60.4,53.1,59.6,47.0
78564,56.5,52.5,35.7,27.1
78565,45.1,49.6,65.0,19.9
78566,56.4,60.6,52.8,48.8
78567,35.8,53.4,31.6,34.4
78568,41.6,50.5,41.1,61.1
78569,67.5,53.4,51.9,58.8
78570,66.9,61.9,66.3,67.6
78571,33.5,52.7,53.0,50.2
78572,40.7,43.9,46.9,80.8
78573,41.7,45.1,64.2,21.0
78574,50.9,52.3,28.9,59.0
78575,48.0,33.4,65.6,68.9
78576,69.4,57.4,32.0,41.2
78577,73.0,87.7,56.2,46.8
78578,77.0,47.2,39.4,69.5
78579,82.4,40.7,69.8,53.1
78580,26.3,56.6,43.1,43.0
78581,47.2,49.8,52.6,28.7
78582,39.6,44.1,27.2,60.1
78583,36.5,63.4,88.0,47.2
78584,71.1,59.3,58.6,67.4
78585,56.3,34.7,61.9,51.2
78586,26.2,30.9,30.2,50.6
78587,88.9,27.8,47.8,56.7
78588,22.8,49.2,46.2,33.3
78589,44.7,59.2,73.5,37.0
78590,51.3,23.2,36.8,78.1
78591,33.0,62.8,35.5,54.8
78592,58.3,56.1,36.1,35.2
78593,40.7,50.6,60.4,53.0
78594,62.3,51.6,28.5,55.4
78595,56.0,43.8,35.6,44.0
78596,12.4,60.1,66.4,32.3
78597,26.7,72.0,31.1,51.5
78598,62.7,54.2,38.4,36.5
78599,56.1,82.0,41.9,18.1
78600,34.6,15.8,69.0,49.7
78601,40.0,39.0,30.9,39.4
78602,48.7,11.8,71.9,64.2
78603,19.6,72.4,44.6,57.0
78604,84.1,42.0,40.6,56.7
78605,35.3,49.3,25.1,26.3
78606,50.5,60.0,60.2,58.8
78607,75.1,28.5,67.4,39.9
78608,47.2,40.0,67.8,48.5
78609,54.8,49.5,37.6,80.2
78610,35.6,47.9,71.5,79.6
78611,41.8,42.3,21.5,31.0
78612,36.1,34.8,22.2,51.8
78613,69.2,76.4,65.7,70.9
78614,40.0,45.7,58.9,64.8
78615,38.9,58.7,14.7,50.4
78616,37.1,45.6,33.8,44.5
78617,55.7,52.1,32.9,79.4
78618,58.7,31.9,67.2,61.6
78619,20.0,11.7,20.9,55.8
78620,51.0,67.5,55.0,46.4
78621,54.5,64.9,41.6,61.3
78622,71.1,50.4,61.2,39.7
78623,31.6,16.6,50.5,38.9
78624,33.2,24.9,78.1,46.5
78625,59.6,64.2,34.7,34.3
78626,49.1,74.0,20.2,60.8
78627,70.7,42.3,49.1,25.9
78628,66.5,54.8,50.6,49.8
78629,54.2,63.1,70.9,87.2
78630,49.0,60.6,60.9,43.8
78631,47.6,52.0,51.3,69.0
78632,49.6,55.6,47.8,68.9
78633,50.9,63.8,52.9,39.8
78634,71.3,75.3,31.9,42.7
78635,19.4,57.9,42.8,60.9
78636,43.7,69.4,23.7,70.8
78637,53.1,55.7,43.8,56.3
78638,41.0,18.5,52.7,55.9
78639,45.7,91.6,51.9,60.7
78640,43.4,43.8,73.5,37.0
78641,69.5,30.6,60.6,41.4
78642,43.7,60.4,63.6,64.5
78643,39.2,71.7,54.7,25.1
78644,61.7,59.5,37.3,77.2
78645,42.0,60.3,38.3,20.6
